ticker,name,description,cik,composite_figi,market_cap,weighted_shares_outstanding,share_class_shares_outstanding,sic_code,sic_description,homepage_url,type
SBFMW,Sunshine Biopharma Inc. warrant,"Sunshine Biopharma Inc is a pharmaceutical company offering and researching life-saving medicines in a wide variety of therapeutic areas, including oncology and antivirals. The company is conducting a proprietary drug development program which is comprised of (i) K1.1 mRNA targeted for liver cancer, (ii) SBFM-PL4, PLpro protease inhibitor for SARS Coronavirus infections, and (iii) Adva-27a for pancreatic cancer. The company has two reportable segments: Prescription Generic Pharmaceuticals (""Generic Pharmaceuticals"") and Nonprescription Over-The-Counter Products (""OTC Products""). The company generates the majority of its revenue from the Generic Pharmaceuticals segment.",0001402328,BBG015CDY4D5,,,2000000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.sunshinebiopharma.com,WARRANT
RAINW,"Rain Enhancement Technologies Holdco, Inc. Warrants","Rain Enhancement Technologies Holdco Inc, formerly Rain Enhancement Technologies Inc operates to develop, manufacture and commercialize ionization rainfall generation technology. This weather modification technology seeks to provide with reliable access to water, and transform business, society and the planet.",0002028293,BBG01RK6LF97,,,,,,https://www.rainwatertech.com,WARRANT
ZEOWW,Zeo Energy Corporation Warrants,"Zeo Energy Corp is a vertically integrated provider of residential solar energy systems, other energy efficient equipment and related services currently serving customers in Florida, Texas, Arkansas, and Missouri. Its primary business activity is selling and installing residential solar energy systems that homeowners use to supplement the amount of usable electricity required to power their homes.",0001865506,BBG0140GM330,,,5170000.0,3690,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",https://investors.zeoenergy.com,WARRANT
CJET,"Chijet Motor Company, Inc. Ordinary Shares","Chijet Motor Co Inc is engaged in the research and development, production and sales of new energy vehicles. New energy vehicles refer to plug-in electric vehicles including battery electric vehicles, plug-in hybrid (PHEV) electric vehicles, and fuel cell electric vehicles. Its passenger vehicles include small cars, sedans, and sports utility vehicles, or SUVs, and commercial vehicles include light trucks and vans.",0001957413,,8370331.4799999995,7033892.0,5360000.0,,,https://www.chijetmotors.com,CS
SFWL,Shengfeng Development Limited Class A Ordinary Shares,"Shengfeng Development Ltd is a holding company. The company offers contract logistics services comprising planning and designing supply chains, designing facilities, processing orders, collecting payments, managing inventories, and providing client services. The integrated logistics solution services of the company are comprised of three segments: B2B freight transportation; cloud storage; and value-added services.",0001863218,,82497513.0,82497513.0,40620000.0,,,https://ir.sfwl.com.cn/Overview,CS
MAMO,Massimo Group Common Stock,"Massimo Group is engaged in the mid-tier band the (Mid-Tier Band) of the Powersports Vehicles and Boats Industry. It manufacture, import and distribute a diversified portfolio of products divided into two main lines: a motor sports brand consisting of utility terrain vehicles (UTVs), all-terrain vehicles (ATVs), motorcycles, scooters, golf carts and a juvenile line from go karts to balance bikes; and a motor boat line consisting of pontoon and tritoon boats (Pontoon Boats).",0001952853,BBG01KP56GK1,115877414.8,41384791.0,41390000.0,3790,MISCELLANEOUS TRANSPORTATION EQUIPMENT,https://www.massimomotor.com,CS
MOBXW,"Mobix Labs, Inc Warrants","Mobix Labs Inc. specializes in designing, developing, and selling components and systems for wireless and wired connectivity, radio frequency (RF) technologies, switching, and electromagnetic interference (EMI) filtering solutions. The company serves markets, including commercial, industrial, automotive, medical, aerospace, defense, and others.",0001855467,BBG011XY5QY5,,,,3674,SEMICONDUCTORS & RELATED DEVICES,https://www.mobixlabs.com,WARRANT
LPA,Logistic Properties of the Americas,"Logistic Properties of the Americas is a fully-integrated, internally managed real estate company that develops, owns and manages a diversified portfolio of warehouse logistics assets in Central America and the South America. It focuses on modern Class A logistics real estate in high growth and high barrier-to-entry markets that are undersupplied and have low penetration rates.",0001997711,,294783654.69,31799747.0,31710000.0,,,https://www.latamlp.com,CS
SNPX,"Synaptogenix, Inc. Common Stock","Synaptogenix Inc is a biopharmaceutical company with product candidates in pre-clinical and clinical development. It is principally focused on developing a product platform based upon a drug candidate called bryostatin for the treatment of Alzheimer's disease, which is in the clinical testing stage. It is also evaluating bryostatin for other neurodegenerative or cognitive diseases and dysfunctions, such as Fragile X syndrome, Multiple Sclerosis, and Niemann-Pick Type C disease, which have undergone pre-clinical testing.",0001571934,BBG00YG4Q0S0,3938055.7649999997,1355613.0,1360000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.synaptogen.com,CS
HUHU,HUHUTECH International Group Inc. Ordinary Shares,"HUHUTECH International Group Inc specializes in providing factory facility management and monitoring systems, including high-purity gas, chemicals and liquid system and factory management and control systems for industrial clients, who are mainly semi-conductor manufacturers and electronics manufacturers in China. The products and services are widely used by semi-conductor manufacturers, LED and micro-electronics factories, as well as some pharmaceutical, food and beverage manufacturers.",0001945415,,92949165.7287,21173413.0,21170000.0,,,,CS
MVSTW,"Microvast Holdings, Inc. Warrants","Microvast Holdings Inc is a technology innovator that designs, develops, and manufactures lithium-ion battery solutions. It is renowned for its cutting-edge cell technology and its vertical integration capabilities which extend from core battery chemistry to battery packs.",0001760689,BBG00NQHB2L3,,,322130000.0,3690,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",https://www.microvast.com,WARRANT
XYLO,Xylo Technologies Ltd. American Depositary Shares,"Xylo Technologies Ltd is an Israel-based medical device company. The company is engaged in the development, manufacturing, and marketing of direct vision systems for minimally invasive medical procedures and safety systems for drones and the electric vehicle (EV) sector. The key product of the company is the MUSE (Medigus Ultrasonic Surgical Endostapler) system is a single-use device for the incision-less treatment of GERD (gastroesophageal reflux disease), which is based on proprietary platform technology and know-how. The company operates in five segments namely, E-Commerce, Online Advertising & Internet Traffic Routing, Online Event Management, Corporate, and others. The company's geographical segments include the United States, Europe, Great Britain, Israel, Canada, Asia, and others.",0001618500,BBG008QPWDD0,3579836.9699999997,732073.0,28420000.0,,,https://www.medigus.com,ADRC
GCLWW,GCL Global Holdings Ltd Warrants,"GCL Global Holdings Ltd is a provider of games and entertainment content based in Asia. The company unites people through games and entertainment experiences, enabling creators to deliver engaging content and fun gameplay experiences to the gaming communities across the globe, with a strategic focus on the rapidly expanding Asian gaming market. Its mission is to bridge cultures and audiences by introducing Asian-developed IP to a multinational audience across consoles, PCs and streaming platforms.",,,,,,,,https://www.gcl.asia,WARRANT
NVAWW,Nova Minerals Limited Warrant,"Nova Minerals Ltd is a Gold, Antimony and Critical Minerals exploration and development company focused on advancing the Estelle Project. It includes projects such as Estelle Gold and Critical Minerals Project, RPM, Korbel, Train and Stoney. It operates in one segment which is exploration of minerals and two geographical areas, being Australia and United States, where Australia derives maximum revenue.",,BBG01NTGT9D6,,,4059999.0,,,https://www.novaminerals.com.au,WARRANT
